16620	-180	1704	-254	78	-112	0	0	0
16592	-60	1756	-264	60	-95	151	54	0
16552	-108	1776	-253	56	-116	151	107	0
16564	-104	1640	-294	42	-90	151	159	0
16580	-92	1764	-215	68	-110	151	212	0
16508	-184	1628	-254	52	-115	151	265	0
16548	-140	1672	-231	70	-108	151	318	0
16580	-56	1664	-282	60	-119	151	371	0
16564	-128	1628	-281	63	-88	151	424	0
16632	-84	1632	-221	67	-94	151	477	0
16516	-100	1676	-258	37	-104	151	530	0
16508	16	1624	-228	58	-89	151	583	0
16560	-132	1816	-212	54	-88	151	636	0
16528	-148	1860	-213	59	-95	151	688	0
16612	-92	1616	-216	32	-100	151	741	0
16524	-136	1636	-245	62	-97	151	793	0
16672	-152	1732	-257	52	-87	151	846	0
16500	-100	1728	-285	50	-111	151	899	0
16568	-28	1616	-216	54	-95	151	952	0
16564	-112	1780	-237	26	-97	151	1005	0
16548	-160	1744	-247	40	-86	151	1058	0
16676	-12	1716	-218	40	-96	151	1111	0
17044	36	1808	-255	68	-81	151	1164	10
16056	-256	1060	-302	89	-107	151	1217	30
16316	-136	680	-263	85	-118	151	1270	45
17688	-2384	3732	-552	-603	-19	151	1322	60
16964	704	-348	-1447	242	544	151	1375	75
18400	-5132	-1900	-852	-307	-573	150	1428	90
12572	-2428	-1772	-888	1179	-252	150	1481	110
11968	-3464	-7012	-1269	-310	37	149	1534	125
10664	4408	-7992	-940	-202	1158	148	1587	140
12528	-4920	-5140	-689	-249	505	146	1640	155
7600	-6316	1744	-145	217	-1325	144	1692	170
9492	3800	8216	-858	-560	636	142	1745	185
25748	-3620	500	-379	1880	1901	139	1797	205
10972	3028	964	-647	-144	668	136	1850	220
21208	-1124	2052	166	4	455	134	1903	235
4788	708	32	-1050	3528	-1149	129	1956	255
15516	2860	-3228	-1609	1064	75	126	2008	255
20568	-7324	4996	876	-739	-2129	123	2061	255
12884	4124	620	-246	-584	1029	118	2114	255
23160	220	3496	-705	-364	1902	116	2167	255
18100	-2804	-9848	-2683	-46	925	111	2220	255
14212	-2296	3488	-465	-2736	393	106	2273	255
8772	1840	640	-574	-1025	-1005	101	2326	255
13916	-1936	6520	-1049	70	-2366	97	2379	255
32767	2712	-8676	-1439	6384	221	92	2432	255
19700	4468	5380	-1555	936	576	88	2485	255
32767	-2724	3724	-1242	-134	1039	83	2538	255
11096	4208	-5496	-771	1291	352	81	2591	255
26756	-3104	2756	-54	-986	-1252	76	2644	255
26192	-3928	-252	-163	259	-1640	71	2697	255
32767	-2808	8576	691	-2097	149	67	2750	255
14564	-296	-19120	-1240	-911	895	65	2803	255
-6704	13872	14960	670	1552	6707	57	2856	228
-3988	3644	5436	-126	96	-746	54	2909	210
3720	2756	11148	695	462	-1316	52	2962	205
-2844	1732	-3908	-517	-270	1010	41	3067	151
14492	-7272	684	-328	291	-2115	36	3120	129
30524	-96	7544	-522	-449	963	33	3173	115
32767	-1620	9080	19	-419	142	28	3226	93
21236	-2052	4648	-895	-778	867	27	3279	93
10448	884	3608	-1183	-99	-863	21	3332	66
26140	-13060	7832	1038	-870	-56	18	3385	48
9108	-5860	4028	-1417	862	-233	15	3438	35
21392	540	4952	-619	1397	-58	12	3491	0
15232	2072	11100	325	-393	361	10	3544	0
12420	1212	2768	462	804	67	8	3597	0
14836	-1260	4576	224	1	586	7	3649	0
15032	-1852	3772	-74	412	170	6	3702	0
16052	884	4556	-663	120	-262	6	3754	0
16328	984	5032	-172	329	-169	6	3807	0
16776	-1112	932	-49	93	-60	6	3860	0
16604	32	1528	-220	88	-141	6	3913	0
16492	168	2112	-255	44	-75	6	3966	0
16620	-308	1724	-248	56	-102	6	4019	0
16620	-68	1796	-210	69	-112	6	4072	0
16660	-100	1772	-238	64	-98	6	4125	0
16668	-176	1772	-215	22	-77	6	4178	0
16544	-136	1840	-224	52	-90	6	4231	0
16580	-80	1792	-292	55	-96	6	4284	0
16616	-108	1764	-306	48	-101	6	4337	0
16592	-32	1876	-277	44	-113	6	4389	0
16544	-100	1780	-217	54	-114	6	4442	0
16624	-84	1728	-250	35	-101	6	4495	0
16548	-44	1828	-256	63	-104	6	4548	0
16584	-208	1600	-241	42	-112	6	4601	0
16608	-104	1820	-263	50	-113	6	4654	0
16588	-160	1760	-233	67	-123	6	4707	0
16572	-52	1780	-266	63	-95	6	4760	0
16668	-88	1804	-241	29	-108	6	4813	0
16572	-136	1804	-273	69	-123	6	4866	0
16596	-220	1712	-240	49	-116	6	4919	0
16600	-156	1936	-312	61	-115	6	4972	0
16564	-168	1760	-213	69	-132	6	5024	0
16620	-100	1812	-254	20	-98	6	5077	0
16584	-128	1780	-242	48	-91	6	5130	0
16556	-172	1816	-247	47	-122	6	5183	0
16692	-40	1848	-259	54	-93	6	5236	0
16544	-160	1852	-217	78	-82	6	5289	0
16516	-152	1876	-264	36	-110	6	5342	0
16540	-100	1776	-209	46	-101	6	5395	0
16720	-72	1724	-239	58	-112	6	5448	0
16564	-180	1744	-214	27	-100	6	5501	0
16480	-112	1764	-256	40	-85	6	5554	0
16528	-152	1824	-287	49	-116	6	5606	0
16616	-76	1736	-234	57	-113	6	5659	0
16592	-172	1768	-254	41	-79	6	5711	0
16524	-100	1840	-300	65	-120	6	5763	0
16476	-144	1740	-236	48	-93	6	5815	0
16592	-100	1764	-290	36	-100	6	5868	0
16608	-124	1748	-254	43	-100	6	5921	0
16644	-184	1728	-214	45	-109	6	5974	0
16508	-172	1708	-277	65	-108	6	6027	0
16576	-88	1840	-212	30	-115	6	6080	0
